operatingSys,subcategory,description,what_is_new,url,NumInstall,DatePublished,softwareVersion,size,topDeveloper,reviews_num,Num_star,app_name
      2.3 and up    ,Simulation,"Get in your favorite car and win the escape stunt challenges of City Car Escape stunt mania. In this crazy driving simulator  you can drive in different cars like a muscle car, super sports car, city car, speed racer and more…. ",*Fixed Garage Car Reset*,,"  50,000 - 100,000  ",9-Feb-16,1.3, 30M  ,,296,3.7,City Car Escape Stunt Mania
      2.3.3 and up    ,Arcade,Tap to jump the ball carefully through each color and your  ball will switch color with some power.,,,,26-Feb-16,2, 10M  ,,3,5,Flappy Color Switch 2016
      2.3 and up    ,Puzzle,"Help Kango the kangaroo to collect magical flowers from the lost islands! It's an epic floral adventure with many challenging levels!,Don't wait for lives, don't bother your friends to progress, just play and have fun!",,,  1 - 5  ,25-Feb-16,1, 44M  ,,44,4.8,Kango Islands
      2.3 and up    ,Casual,The village has a secret...,,,"  500 - 1,000  ",4-Feb-16, 1.0.7  , 25M  ,,16,4.3,Hidden Object: Haunted Village
      2.3 and up    ,Action & Adventure,"Bubble Shooter in a special winter edition, with more than 550 new levels!",Fixed slow game play issues and bugs.,,"  10,000 - 50,000  ",21-Feb-16,1.1, 15M  ,,101,4,Bubble Shooter Winter Pop
      2.3 and up    ,Casual,"Hi girls. Do you love mermaid stories? Here you will meet a mermaid princess and her dolphin. They live deep in the ocean in a magic underwater land where no human can arrive. Our princess loves very much her dolphin because is her best friend and they spend a lot of time together. In this morning the princess found her dolphin crying and noticed that was injured. Could you help the dolphin feel better as quickly as possible? Start the game and follow the instructions in game to treat the dolphin. The most important is to treat the wounds to get rid of pain and then clean the dolphin's skin with a lot of shampoo. The princess will be very grateful about your help when she will see her friend happy and healthy. Go on and enjoy playing with the dolphin and the mermaid princess some funny games. Have fun and don't forget to leave us a review if you like this dolphin princess game. If you want to play more games for girls you can access our profile mGamey, there you can find a lot of similar princess games that you can play everyday for free! Have fun!",,,"  10,000 - 50,000  ",5-Feb-16, 1.0.0  , 16M  ,,386,4.9,Princess Dolphin Treatment
      3.0 and up    ,Sports,"Bóng Đá C1 2016 –  game quản lý bóng đá phong cách châu Âu đã chính thức ra mắt dành cho game thủ Việt Nam. Mang đến trọn vẹn dàn siêu sao của giải bóng đá chuyên nghiệp số 1 thế giới, Cúp C1 sẽ cùng bạn sống trong bầu không khí sôi động và ánh hào quang chói lọi của những sân cỏ hấp dẫn nhất hành tinh!",,,"  50,000 - 100,000  ",17-Feb-16, 1.2.2  , 33M  ,,"6,474",4.8,Bóng Đá C1 2016
      2.3.3 and up    ,Puzzle,Classic Spot The Difference game! Find differences on beautiful pictures!,20 levels are ready to play! New levels are coming soon - check for updates!,,"  1,000 - 5,000  ",24-Feb-16, 1.0.1  , 11M  ,,203,4.6,Find Differences
      2.2 and up    ,Education,Cute little pony sisters Rosie & Violet invite all kids and toddlers to play and learn in their secret fantasy garden!,,,"  100,000 - 500,000  ",4-Feb-16, 1.0.3  , 42M  ,,562,3.8,Pony Sisters in Magic Garden
      2.3 and up    ,Sports,Mini Golf Center is the most interesting FREE Golf game!,"Version 1.3.078 (Mar,1 2016),- Lots of performance enhancements to keep game running better,Version 1.2.078 (Feb,25 2016),- The degree of difficulty for parts of levels were adjusted.,- Minor bug fixed and performance optimized.",,"  10,000 - 50,000  ",1-Mar-16, 1.3.078  , 23M  ,,322,4.1,Mini Golf Center
      4.0 and up    ,Action,Emily Wants To Play full game: https://play.google.com/store/apps/details?id=com.skhapps.emilywantstoplay,"Emily Wants To Play, the free demo version. You can use this demo to play a small part of the game and test if the full game of Emily Wants To Play will work on your device.",,"  10,000 - 50,000  ",3-Feb-16,1.1, 863M  ,,"3,127",3.5,Emily Wants To Play Free Demo
      2.3 and up    ,Action & Adventure,"Budge Studios™ presents The Smurf Games! You can win medals in six sports: the Smurf Sprint, Smurf & Slide, Smurf & Arrows, Basketsmurf, Ski Smurf, and Smurfpoline! When you win, you'll unlock Smurfs with special skills!",,,"  10,000 - 50,000  ",12-Feb-16,1.3, 125M  ,Top Developer,422,3.8,The Smurf Games
      2.3 and up    ,Casual,"Do you enjoy Match 3 games? In this case Blob Party is the right game for you. Take on each level one after the other with various objectives to achieve. Beware, its gets harder and harder as you move along.",,,"  10,000 - 50,000  ",17-Feb-16, 1.0.0  , 43M  ,Top Developer,478,4.3,Blob Party
      2.3 and up    ,Casual,"ultrasound pregnancy prank, turn your phone into ultrasound scanning.,joke and prank with your wife. girlfriend or even your husband.,hold your cell phone parallel to the belly and click on the green button to scan.,get random result.,to get, baby image result, every time, all you need is to click on the baby image button.",,,"  50,000 - 100,000  ",9-Feb-16,1, 2.2M  ,,261,3.4,ultrasound pregnancy prank
      4.0 and up    ,Puzzle,"PAC-MAN is back in a tasty new match 3 puzzle game!  ,Inky, Blinky, Pinky, and Clyde are back with a gang of brand new ghostly friends, and they’ve stolen all the fruit in the world.  To catch all the ghosts and get back the stolen fruit, PAC-MAN must make matches and clear fruit before running out of moves or time.  But don’t worry, PAC-MAN has special moves and powerups to clear fruit faster and increase scores!  ","Version 1.0.1,On this update,,Enjoy up to 105 stages.,With more gorgeous effects!",,"  500 - 1,000  ",24-Feb-16, 1.0.1  , 49M  ,Top Developer,73,4.2,PAC-MAN Puzzle Tour
      2.3.3 and up    ,Casino,"Slots - Casino Slot Machine is new free casino game. Play free slots with action games,super games & cash games- CG. ,Do you love Las Vegas casino games or gamble games? Of curse yes, so try this free slot machine. Enjoy nice graphics of fruits and make big win or mega win ! ,When you start play this Las vegas casino game you will feel like in real casino and you will get feeling of real slot machines.,Collect your free chips every 2 hours and your daily bonus. Here is best fruit slot machine for you. Now we havent got jackpot slot games, but we will add it soon!","New casino slot machine game inspired by Sizzling Hot,update v 1.5,- bug fixies,update v 1.4,- increased max bet,- new feature HYPER GAMES!,- player level progress changes,- more ways to earn free credits,- achievements temporarily unavailable,update v 1.3,- higher chance to win,- changed mechanics of double up,- big chance to big win / mega win,- Enjoy slots - slot machine and stay tuned for next updates! We are preparing new games and bonuses",,"  10,000 - 50,000  ",16-Feb-16,1.5, 34M  ,,199,4.2,Casino Slot
      2.3 and up    ,Simulation,Welcome at the city airport pilot! It’s time for the best cargo flight simulation game. So let’s go sky high and start delivering super sports cars. First you have to start with loading your cargo airplane with the super sports cars. which you will deliver with your car transporter truck. ,,,  1 - 5  ,24-Feb-16,1, 39M  ,,75,3.6,Airplane Car Transporter Pilot
      2.3 and up    ,Racing,Become a truck driver in this exciting new truck simulation game. Get in your truck and deliver cargo to your destination.,,,"  100,000 - 500,000  ",17-Feb-16,1, 30M  ,,"4,191",3.9,Truck Driver Cargo
      2.3 and up    ,Action,✱✱✱Clan of Pterodactyl is now here! ✱✱✱,,,"  10,000 - 50,000  ",13-Feb-16,1, 40M  ,,395,4,Clan of Pterodacty
      2.3.3 and up    ,Arcade,Color switch 2 is an addictive reflex game.,,,"  5,000 - 10,000  ",6-Feb-16, 1.0.1  , 7.6M  ,,73,3.4,Color Switch 2
      2.3 and up    ,Action,"Draw your gun as fast as possible and kill your opponent before he kills you.Aim for the head. ,How to play:,To start a duel, place the your finger over the gun barrel. When the countdown reaches click your opponent to kill him. Good luck!",,,"  10,000 - 50,000  ",18-Feb-16,1.1, 14M  ,,353,4.2,Gun Blood Shooter
      4.0.3 and up    ,Casual,"FRIV Best Games Ever is most beautiful game for play online html5 games. It contains dozens of different categories games. Ball games, puzzle games, car games and more.",,,"  10,000 - 50,000  ",13-Feb-16,1, 4.0M  ,,170,3,FRIV Best Games Ever
      2.3.3 and up    ,Puzzle,**The best brain challenging game enjoyed worldwide** ,"[1.3.4],1. Minor Bug Fix,2. Game Optimization,[1.3.3],1. Minor Bug Fix,2. Game Optimization,[1.3.2],1. New Icon,2. Minor Bug Fix,3. Game Optimization,[1.3.1],1. Minor Bug Fix,2. Game Optimization",,"  50,000 - 100,000  ",26-Feb-16, 1.3.4  , 35M  ,Top Developer,848,3.5,Brain Maker
      2.3 and up    ,Casual,"Assemble the parts are scattered,Try assembling a large and powerful robot dinosaur ""Amargasaurus"".,After assembling You can use a variety of techniques.",,,"  10,000 - 50,000  ",15-Feb-16, 1.0.0  , 22M  ,,209,3.8,Amargasaurus - Dino Robot
      2.3 and up    ,Puzzle,"Welcome to ‘Ultimate Gold Rush’, one of the best match 3 puzzle games in 2016 for giving you a blast! Travel through Klondike and experience the greatest and amazing jewels quest story. Play with gems and jewels to the max in Klondike, the city of diamonds. This classic match game is about connecting tiles and swap gold gems to the correct destination. Get your nugget during this ultimate gold rush through the treasure map. Enjoy!",,,"  5,000 - 10,000  ",22-Feb-16,1, 36M  ,,392,4.5,Ultimate Gold Rush: Match 3
      2.3 and up    ,Casual,"The old lady hopes to regain youth and beauty through plastic surgery. Please help her make her wish come true. Please help her remove wrinkles on her face and cow’s feet around her eyes to make skin regain glow and elasticity. The old lady also needs to deal with her badly eye pouch, please do her a favour to get rid of eye punch. ,Once the plastic surgery is completed, please help her put on makeup to look more beautiful. The final step, change into some fashionable and pretty clothes for her to let the lady go back to youth. ",,,,26-Feb-16, 1.0.0  , 38M  ,,146,3.7,Grandma's Plastic Surgery
      2.3.3 and up    ,Arcade,Color Switch Up the ball! Play this addictive Color Switch color game!,,,  50 - 100  ,25-Feb-16, 1.0.6  , 7.8M  ,,124,3.7,Color Switch Up
      2.2 and up    ,Casual,Slice the Pizza is a free and challenging puzzle game,,,"  50,000 - 100,000  ",16-Feb-16,1, 3.0M  ,,"4,543",4.1,Slice the Pizza
      2.3.3 and up    ,Word,"--- One theme...  find the related hidden words! ---,*** Try the new free word game from the makers of WordBubbles! ***",,,"  1,000 - 5,000  ",25-Feb-16, 1.0.2  , 21M  ,,287,4.6,WordWhizzle
      3.0 and up    ,Arcade,"Hundreds of automated doomsday machines have been unleashed on the city. Survive waves of onslaught using your dodging skills and a variety of ridiculous special moves. Where did the mysterious bomb-dropping, laser-spewing machines come from? What is the Ultimate Briefcase? And what is in it?","- Improvements in the Google Play Services integration,- Updated icon styling",,"  500,000 - 1,000,000  ",3-Feb-16, 1.0.1  , 37M  ,Top Developer,"9,835",4.2,Ultimate Briefcase
