operatingSys,subcategory,description,what_is_new,url,NumInstall,DatePublished,softwareVersion,size,topDeveloper,reviews_num,Num_star,app_name
      3.0 and up    ,Casino,"MANY VIDEO POKER VARIANTS TO PLAY,Our fantastic selection is bound to include your favorite machines, such as: ,* Deuces Wild - Deuces (2s) are wild; substitute any card!,* Jacks or Better - You only need to hold a hand with Jacks or better to win. ,* Bonus Poker - Higher payouts for four-of-a-kinds.,* White Hot Aces - Fan of aces? Than you'll enjoy the big payouts in this poker variant!,HOW TO PLAY VIDEO POKER,- SET-UP: Press ""DEAL"" and receive five cards.,- GAME PLAY: Choose by tapping the screen which of the five cards you want to hold. The cards you keep are the cards you think will have the best chances at making a good hand. Press ""deal"" once again to replace the cards you don't want. ,- OBJECTIVE: Try to get the best hand possible for a payout.,EARN POINTS AND UNLOCK MACHINES,The more hands you play, the more experience points you earn. Experience points UNLOCK NEW MACHINES.,VIDEO POKER STRATEGY,Tip 1: Understand poker hands.,Tip 2: What's the pay table? Every machine is different when it comes to payouts. Play the machines that offer greater payouts and offer a lower house advantage.,Tip 3: Understand that every Video Poker variant has a separate strategy.,If you find slot machines too easy, and table games too intimidating, then our Video Poker app is the game for you. Try this free app!,This game is intended for an adult audience.,This game does not offer ""real money gambling"" or an opportunity to win real money or prizes.,Practice or success at social casino gaming does not imply future success at ""real money gambling.""",,,"  10,000 - 50,000  ",7-Mar-16,2.7, 22M  ,,57,3.9,Video Poker
      3.0 and up    ,Simulation,"What catty business! Suddenly, you’re a lethal Black Panther looking to slay your victims.,You were out there, minding your own business. Then those humans dared to intrude into your home!  Release your primal intuition and show your wild side! In this game, you take control of a furious Panther that pounces, attacks and grabs its prey. The city is your playground, and your fellow animals and humans become your prey. With an appetite as big as this beast’s, you can hunt and snatch up anything. Crouch, attack, grab and prey! Explore around the city looking for your next meal, frightening the un-expecting humans and animals. Your hunger must be quenched! ,Revenge Of Black Panther 3D features:,•Beautiful city environment with Vibrant 3D graphics,•Thrilling prey hunting challenges and wild safari,•Realistic animal animations,•Smooth and easy controls to make the panther run and attack.,•Fast and action packed gameplay.,•Plenty of fun sounds and visual effects,•Show them the power of that beautiful, dangerous, black cat!,About Tapinator:,Tapinator (Ticker: TAPM) designs, develops, and publishes games on mobile platforms. The Company’s portfolio includes over 180 mobile gaming titles that, collectively, have achieved over 160 million downloads. Tapinator is headquartered in New York. For more info, visit Tapinator.com",,,"  50,000 - 100,000  ",19-Feb-16,1, 48M  ,,346,3.8,Revenge Of Black Panther 2016
      2.3 and up    ,Puzzle,"Jewels Rush is a cute match 3 game suitable for all ages.,Features: ,- Cute high definition Graphics,- Easy to play gameplay suitable for all ages,- 100% Free to play",,,"  1,000 - 5,000  ",11-Mar-16,1, 31M  ,,"1,283",3.8,Jewels Rush - Match 3
      2.3 and up    ,Racing,"Are you ready to race in traffic? Find online opponents and start a thrilling ride! Racing Online combines first person view in car with pleasing environment. Intuitive controls enable smooth, realistic driving like a simulator. Win races to earn coins for upgrading or buying new cars and have ultimate fun! Share the fun with your friends!, ,- Multiplayer mode to race random opponents or friends,- Endless mode in a rushing traffic,- 3D Cockpit driving experience,- Wing and rear-view mirrors,- Different cars for your choice,- Intuitive tilt control and pedals",,,"  100,000 - 500,000  ",12-Mar-16,,,,"4,708",4.3,Racing Online
      2.3 and up    ,Role Playing,"""Seems like a good day to start hunting down someone!,A grand adventure RPG unfolds around the Sage Stone!,We invite you to join us in overwhelming quests and dynamic battles with Mercenary Captains from around the world in a search for wanted targets.,As you battle on to complete bounty missions, your mercenary monsters will become stronger and fill up the World.,***,▶ Game features,[Overwhelming amount of quests],Fire, Water, Forest, Light, and Dark!,10,000 Wanted Monsters of 5 Elements!,Defeat various Wanted Monsters and claim your bounties!,[Unlimited Strategies],Hundreds of spectacular skills for many different monsters!,6 Rune slots! Farm Runes with various effects for extra fun!,Make numerous strategies with simple controls!,[Various Content],Village, Dungeons, Raids, Daily Dungeons, Collection, Leveling and PvP! Unlimited amount of content awaits you!,[Balanced Leveling System],Transform a 1-star Monster into a 6-star Monster through upgrades, level ups and evolutions! All Monsters are precious! From now on, no monsters will go to waste.,Hurry up and this perfected RPG fun! Go, go, go!,Available Languages: English, Korean, Japanese, Chinese, Thai, Portuguese, Spanish, German, French, Italian, and Russian.""",,,"  100,000 - 500,000  ",25-Feb-16, 1.1.1.24327  , 45M  ,,"13,702",4.4,HEROES WANTED : Quest RPG
      2.3 and up    ,Adventure,"-- Clan of Raptor is finally here! --,The most action packed dinosaur simulator game on the app store.  Loaded with all your favorite Jurassic dinosaurs including: Pterodactyl, Triceratops, Stegosaurus, Raptor, Spinosaurus, and of course T-Rex.  Imagine :",,,"  10,000 - 50,000  ",13-Feb-16,1, 40M  ,,361,4,Clan of Raptor
      2.3 and up    ,Simulation,"Train Simulator 2016 is the latest cutting edge train simulator that will allow you to become the best train driver!,Zoom across scenic landscapes and experience the thrill of a buzzing train ride with Train Simulator 2016.,With Train Simulator 2016 it’s time to fulfill your dreams as you become the pro train operator and engine driver.,Once you are in the game, the train express is all yours to control.Stop the train before you enter the danger zone! Change the camera view as per your comfort; pick up all the passengers to drop at their respective destinations.,Dodge oncoming trains and do not cross the trains speed limit. You can EARN XP and level up to be the skillful train driver of them all. Pick the speed, apply brakes and drive past beautiful sceneries as you go round the map picking up passengers fulfilling your train transport duty. Explore the vast collection from the old steam locomotive simulator to today’s high speed rails with tons of exciting engine driver adventures for you to enjoy.,Game Features : ,*Challenging train transport levels,*Open/Close Doors Animations,*Unlock and Explore 7 regions 35 levels ,*Accelerate upward to move forward & downwards to slow down,*Press halt to stop the train,*Swipe left and right to take turns,If you face any problems while installation please report to us. This will help us resolve it at the earliest.",,,,11-Mar-16,,,Top Developer,208,4.3,Train Simulator 2016
      2.3 and up    ,Racing,Become a truck driver in this exciting new truck simulation game. Get in your truck and deliver cargo to your destination.,,,"  500,000 - 1,000,000  ",17-Feb-16,1, 30M  ,,"6,406",3.9,Truck Driver Cargo
      2.3 and up    ,Casual,"Welcome to Soup Maker! Soup Maker is a collection of 3 soup recipes, that have different ingredients, but amazing taste, delicious, and perfect for those who prefer something healthy and light.,These three recipes are: Tomato Soup, Fish Soup, and Mushroom Soup.,Tomato Soup is the best choose for summer hot days, when tomatoes are really ripe and abundant.,The Fish Soup is perfect for those who love healthy food and even if you think it's really hard to make, it's actually much easier and quicker; and by adding Chorizo to it, you do nothing but increase its amazing taste.,Last but not least, the Mushroom Soup is such a hearty and warming soup and so good for a winter day; this smooth mushroom soup recipe has intensely earthy flavors and you will surely love it.,FEATURES:,•	Easy tap and drag game play. ,•	This is fun and easy to cook different kinds of soup, free and simple cooking game.,•	Kids friendly content ,•	Suitable for the entire family,•	Great background music and  graphics,This is actually a great way to learn how to cook, and also easy! Just try it and you will surely love it! Have fun!",,,"  10,000 - 50,000  ",7-Mar-16, 1.0.0  , 37M  ,,79,4.2,Soup Maker - Cooking Games
      2.3 and up    ,Casual,"Mermaid Makeup Salon is a special makeup game with theme of Mermaid. ,You are able to spa her, make up with all kinds of tools, dress her up with a variety of fashionable clothes and accessories! Find magic mermaid and makeup for them!,Kindly notice that Mermaid Makeup Salon is FREE to play!",,,"  50,000 - 100,000  ",19-Feb-16, 1.0.078  , 20M  ,,584,4.1,Mermaid Makeup Salon
      2.3.3 and up    ,Educational,"Hey, little explorer, this time let's go to the polar area and try something exciting. Snowflakes are dancing in this frozen wonderland and lovely stories might happen between you and the cute animals there. Well, it's gonna be quite a journey, you need to be well-prepared for everything so that you can deal with the emergency and give a hand to others at any time. Look~ there's a lost penguin. Take the baby with you and find its mommy. It's a challenge, it's an adventure, just bring your own wisdom into the trip and you can make it through!,How to play:,Open the game to enter the frozen world. You need to get changed before setting out. Great, that kind of warm clothes fit you well. Oops, the compass is broken. Without it, it's hard to find the direction in such a white world. Don't worry, we can make a new one. Drag these components onto the table, assemble them by reference in the drawing and then magnetize the new compass. After that, don't forget to shake the device to calibrate it. There you go! Well, you still need to learn some skills to survive in this cold place. Have you tried ice fishing before? Let's give it a whirl! Drill a hole and enlarge it with the hammer. Wow~ check out these jumping fish, slide the screen to catch them. Yeah, a lot of fun awaits you in the adventure, besides that, each time when you complete a level you can get a tip about the polar area. Exploring and learning, it's quite a journey that will enrich your life., Features:,- Beautiful scenes of frozen world ,- Exquisite polar-themed dressup for you ,- Have fun in 11 special mini-games,- Complete mini-games to unlock tips,About Libii Game:,With over 300 million downloads and growing, Libii is committed to creating innovative games for kids. We'll keep working on establishing a good relationship with both parents and their children and bringing a healthy, happy atmosphere for them.,Visit us: ,http://www.libii.com/,Like us: ,http://www.facebook.com/LibiiGame,Contact us:,Got any ideas? Suggestions? Need technical support? Please feel free to contact us 24/7 at ,WeCare@libii.com,Need You Know:,This app is totally free to download and play, some basic items are also free to use, but some additional items need you to purchase and pay to unlock. Therefore, if you do not want to use these items, please turn off the in-app purchase in your settings. Thanks.",,,"  50,000 - 100,000  ",22-Feb-16,1, 73M  ,,778,3.9,Emily's Polar Adventure
